transaction_id,order_id,order_date,ship_date,ship_mode,customer_id,segment,country,city,state,product_id,category,sub_category,product_name,sales,quantity,discount,total_amount,payment_method,shipping_status
5411,CA-2024-0411,2024-10-19,2023-07-13,Same Day,1049,Corporate,USA,Gomezbury,North Carolina,P3691,Furniture,Laptops,Add Printer,160.03,1,13.19,228.36,Credit Card,Shipped
5412,CA-2024-0412,2025-01-11,2024-11-18,Express,1940,Consumer,USA,Laurenport,Mississippi,P3327,Electronics,Tables,Player Desk,892.73,1,0.99,908.48,Bank Transfer,Shipped
5413,CA-2024-0413,2024-01-30,2024-11-06,Express,1447,Home Office,USA,Thompsonstad,Utah,P3089,Electronics,Laptops,Hospital Desk,195.91,2,16.31,943.85,Credit Card,Shipped
5414,CA-2024-0414,2024-05-31,2023-08-08,Express,1624,Corporate,USA,Hayleyfurt,Maryland,P3889,Furniture,Chairs,Effort Printer,1635.55,1,7.08,1222.93,PayPal,Cancelled
5415,CA-2024-0415,2024-12-11,2024-02-18,Same Day,1636,Corporate,USA,East Christopher,Alabama,P3712,Furniture,Tables,About Desk,2166.86,3,0.78,2378.34,Debit Card,Delivered
5416,CA-2024-0416,2023-07-19,2024-04-27,Same Day,1647,Home Office,USA,Christinamouth,Florida,P3919,Office Supplies,Printers,Contain Monitor,746.56,2,0.94,1080.45,Credit Card,In Transit
5417,CA-2024-0417,2023-07-28,2024-07-23,Standard,1166,Home Office,USA,Williambury,New York,P3721,Office Supplies,Laptops,Director Desk,2077.6,1,4.91,1071.07,Credit Card,In Transit
5418,CA-2024-0418,2025-02-18,2023-08-30,Standard,1295,Corporate,USA,West Paigeton,Utah,P3040,Office Supplies,Chairs,Area Printer,2190.84,3,0.12,1958.01,Credit Card,In Transit
5419,CA-2024-0419,2025-01-20,2023-10-25,Express,1984,Corporate,USA,Adamhaven,West Virginia,P3381,Furniture,Laptops,During Desk,2452.08,1,5.05,484.26,Bank Transfer,Cancelled
5420,CA-2024-0420,2023-10-27,2024-05-17,Standard,1611,Corporate,USA,Jacksonton,Maryland,P3613,Electronics,Smartphones,Plant Printer,295.71,3,5.69,1727.02,Debit Card,In Transit
5421,CA-2024-0421,2023-08-03,2023-09-23,Standard,1172,Corporate,USA,Hopkinsland,New York,P3252,Office Supplies,Tables,Item Phone,1191.84,4,13.76,856.76,PayPal,In Transit
5422,CA-2024-0422,2024-08-25,2024-03-16,Same Day,1681,Corporate,USA,South Robert,Alaska,P3529,Office Supplies,Printers,Prepare Printer,2177.33,1,13.3,1179.48,Bank Transfer,Cancelled
5423,CA-2024-0423,2024-07-23,2025-02-07,Express,1105,Corporate,USA,Mercedeston,New Hampshire,P3220,Furniture,Smartphones,Seem Laptop,1516.69,2,15.52,1473.04,Credit Card,In Transit
5424,CA-2024-0424,2024-05-28,2023-03-12,Same Day,1884,Corporate,USA,New Sheilashire,Washington,P3908,Electronics,Printers,Worker Laptop,2299.5,1,12.78,258.31,Credit Card,Shipped
5425,CA-2024-0425,2024-03-23,2024-02-04,Standard,1629,Corporate,USA,New Carol,California,P3205,Office Supplies,Smartphones,Million Printer,1078.26,1,4.71,1115.41,Debit Card,Shipped
5426,CA-2024-0426,2024-06-01,2023-08-19,Standard,1792,Home Office,USA,Lake Linda,Texas,P3482,Office Supplies,Chairs,Investment Monitor,1966.9,4,3.56,1834.77,PayPal,In Transit
5427,CA-2024-0427,2024-08-18,2024-07-27,Express,1599,Home Office,USA,Walkerton,West Virginia,P3371,Office Supplies,Tables,Win Printer,1158.06,5,1.96,959.88,Debit Card,Cancelled
5428,CA-2024-0428,2024-09-10,2024-01-21,Standard,1147,Consumer,USA,Friedmanchester,Alaska,P3243,Furniture,Chairs,Second Printer,1619.46,5,13.27,53.45,PayPal,Cancelled
5429,CA-2024-0429,2023-04-30,2023-05-07,Express,1845,Consumer,USA,South Kristopherland,New Mexico,P3250,Electronics,Tables,Attention Monitor,2447.95,4,2.62,1897.25,Debit Card,Cancelled
5430,CA-2024-0430,2023-10-14,2023-06-11,Same Day,1683,Corporate,USA,Lake Caroline,New Hampshire,P3527,Office Supplies,Chairs,Indeed Monitor,1858.27,5,11.53,210.72,Bank Transfer,Delivered
5431,CA-2024-0431,2023-12-22,2023-07-19,Express,1840,Corporate,USA,Griffinville,Alaska,P3853,Furniture,Tables,Reach Desk,149.95,2,17.37,1728.2,Credit Card,In Transit
5432,CA-2024-0432,2024-10-16,2023-09-15,Same Day,1117,Corporate,USA,Coryland,Idaho,P3769,Office Supplies,Chairs,Develop Phone,1641.15,5,19.62,126.78,Credit Card,Cancelled
5433,CA-2024-0433,2024-04-06,2025-02-04,Same Day,1435,Consumer,USA,Stephenville,Kansas,P3357,Electronics,Chairs,Evening Desk,865.43,3,0.12,2110.0,PayPal,Delivered
5434,CA-2024-0434,2024-04-05,2023-03-12,Standard,1269,Corporate,USA,South Mark,Alaska,P3932,Furniture,Laptops,Create Printer,79.12,2,18.49,81.1,Debit Card,Shipped
5435,CA-2024-0435,2023-06-25,2023-11-19,Express,1473,Corporate,USA,South Emily,Indiana,P3017,Electronics,Printers,According Printer,1961.54,3,11.69,1929.28,Bank Transfer,Cancelled
5436,CA-2024-0436,2023-04-26,2024-05-17,Same Day,1097,Consumer,USA,West Lisa,Delaware,P3124,Electronics,Tables,Us Monitor,1275.72,5,18.49,1334.44,Bank Transfer,Cancelled
5437,CA-2024-0437,2023-09-22,2024-03-14,Standard,1850,Corporate,USA,Shepardburgh,Vermont,P3780,Office Supplies,Tables,System Laptop,1263.09,5,5.16,1022.71,PayPal,Delivered
5438,CA-2024-0438,2025-01-31,2024-05-07,Express,1009,Home Office,USA,Hollyfurt,Rhode Island,P3504,Electronics,Chairs,Over Desk,267.71,3,9.12,1994.08,Debit Card,Cancelled
5439,CA-2024-0439,2023-06-18,2024-05-17,Standard,1186,Consumer,USA,South Marioport,Florida,P3915,Electronics,Tables,Half Printer,893.97,4,7.48,1224.96,Bank Transfer,Delivered
5440,CA-2024-0440,2024-02-28,2024-08-15,Same Day,1878,Home Office,USA,New Johnshire,Oklahoma,P3873,Office Supplies,Laptops,Million Laptop,2388.39,2,1.93,153.21,Credit Card,In Transit
5441,CA-2024-0441,2023-07-18,2024-12-09,Same Day,1072,Corporate,USA,North Rebecca,New Mexico,P3217,Electronics,Tables,Employee Laptop,2052.36,4,17.86,1993.02,Bank Transfer,Delivered
5442,CA-2024-0442,2024-09-12,2024-05-24,Standard,1652,Corporate,USA,West Joseph,North Dakota,P3683,Electronics,Laptops,Artist Desk,863.77,5,11.23,1663.02,Credit Card,Delivered
5443,CA-2024-0443,2024-06-05,2024-09-26,Standard,1011,Home Office,USA,North Alvin,Ohio,P3148,Electronics,Chairs,Capital Phone,2173.82,5,3.45,1560.39,Credit Card,Delivered
5444,CA-2024-0444,2024-02-09,2025-02-21,Express,1860,Corporate,USA,South Heatherbury,New Hampshire,P3900,Office Supplies,Chairs,Board Phone,2123.18,1,11.31,1886.21,Bank Transfer,Cancelled
5445,CA-2024-0445,2023-12-10,2024-06-10,Express,1353,Corporate,USA,Lake Michelle,Alaska,P3291,Electronics,Laptops,Scientist Phone,481.89,5,17.42,2267.01,PayPal,In Transit
5446,CA-2024-0446,2023-12-05,2023-04-17,Express,1796,Home Office,USA,Housebury,South Carolina,P3571,Office Supplies,Smartphones,Throw Phone,2183.47,3,2.18,2414.45,Credit Card,Cancelled
5447,CA-2024-0447,2024-10-19,2024-05-26,Same Day,1420,Corporate,USA,Adamberg,Montana,P3282,Electronics,Tables,Clearly Phone,1890.56,3,0.11,2262.88,Debit Card,Delivered
5448,CA-2024-0448,2024-01-20,2024-08-29,Express,1565,Corporate,USA,Kevinville,Kansas,P3092,Electronics,Chairs,Prove Desk,1798.37,2,13.31,2293.94,PayPal,Delivered
5449,CA-2024-0449,2024-04-24,2025-01-07,Standard,1938,Consumer,USA,Port Maria,Oregon,P3473,Office Supplies,Smartphones,Part Phone,1860.39,3,16.31,2479.7,Bank Transfer,Shipped
5450,CA-2024-0450,2023-09-27,2023-11-06,Same Day,1189,Home Office,USA,Cobbview,Iowa,P3415,Furniture,Smartphones,Relate Desk,1256.89,3,14.4,192.68,Bank Transfer,Shipped
5451,CA-2024-0451,2024-04-23,2024-07-04,Same Day,1692,Corporate,USA,North Thomasstad,Nebraska,P3742,Furniture,Smartphones,Voice Desk,539.93,4,8.98,551.46,Debit Card,Delivered
5452,CA-2024-0452,2025-02-19,2024-06-24,Same Day,1308,Home Office,USA,East Christopherside,New Mexico,P3299,Furniture,Chairs,Early Laptop,620.25,5,9.61,1275.45,Bank Transfer,In Transit
5453,CA-2024-0453,2023-09-22,2024-07-11,Standard,1994,Corporate,USA,Annafurt,Oklahoma,P3526,Office Supplies,Chairs,Discuss Monitor,586.73,1,19.45,1021.17,Debit Card,In Transit
5454,CA-2024-0454,2024-02-15,2024-07-20,Same Day,1014,Consumer,USA,Mcdanielview,West Virginia,P3946,Furniture,Laptops,Defense Monitor,1952.9,5,7.76,194.22,Bank Transfer,Delivered
5455,CA-2024-0455,2024-04-03,2024-09-29,Express,1868,Consumer,USA,Sherrimouth,Indiana,P3223,Furniture,Chairs,North Monitor,99.83,2,3.93,1706.8,PayPal,In Transit
5456,CA-2024-0456,2023-08-30,2023-10-25,Express,1950,Home Office,USA,West Gary,Oregon,P3005,Office Supplies,Tables,Agree Printer,1359.79,4,10.17,651.42,Bank Transfer,In Transit
5457,CA-2024-0457,2024-09-18,2024-09-30,Express,1128,Corporate,USA,Shaneville,Michigan,P3788,Electronics,Chairs,Late Laptop,1265.67,3,5.69,2470.91,PayPal,Shipped
5458,CA-2024-0458,2023-12-31,2024-09-15,Express,1311,Home Office,USA,Patrickville,Virginia,P3204,Office Supplies,Chairs,Customer Phone,2114.76,3,10.69,1245.51,Bank Transfer,Delivered
5459,CA-2024-0459,2024-05-06,2024-01-05,Same Day,1868,Consumer,USA,Johnsonland,South Dakota,P3120,Furniture,Smartphones,Defense Monitor,1378.34,5,0.82,1461.22,Bank Transfer,Cancelled
5460,CA-2024-0460,2023-05-16,2024-12-17,Same Day,1738,Consumer,USA,East Karashire,Vermont,P3730,Furniture,Chairs,Soon Desk,2102.09,5,13.53,177.54,PayPal,Cancelled
5461,CA-2024-0461,2025-01-06,2023-11-26,Same Day,1135,Corporate,USA,North Brettberg,South Carolina,P3271,Electronics,Tables,Smile Laptop,607.5,1,3.28,1338.96,PayPal,In Transit
5462,CA-2024-0462,2023-06-17,2025-03-01,Standard,1701,Home Office,USA,Port Feliciatown,West Virginia,P3196,Office Supplies,Printers,Our Laptop,982.18,1,11.01,2235.72,Credit Card,Shipped
5463,CA-2024-0463,2023-03-04,2025-02-17,Standard,1172,Home Office,USA,Carolineberg,California,P3086,Office Supplies,Printers,Professional Laptop,1855.68,2,16.44,120.4,PayPal,Shipped
5464,CA-2024-0464,2025-01-31,2025-03-01,Standard,1429,Home Office,USA,Sanchezmouth,Utah,P3079,Office Supplies,Printers,Finish Desk,983.12,2,0.43,2141.31,Debit Card,Shipped
5465,CA-2024-0465,2023-04-03,2024-05-21,Express,1234,Home Office,USA,Walkerchester,Idaho,P3416,Electronics,Printers,Former Phone,1322.2,2,19.16,285.87,Bank Transfer,Shipped
5466,CA-2024-0466,2023-07-04,2024-06-24,Express,1208,Corporate,USA,Huntborough,Oklahoma,P3204,Electronics,Laptops,Since Laptop,631.21,5,16.28,94.71,Bank Transfer,Shipped
5467,CA-2024-0467,2024-10-29,2024-10-19,Same Day,1893,Home Office,USA,Jacksonchester,Pennsylvania,P3152,Furniture,Chairs,Low Laptop,1986.14,5,16.52,1413.45,Bank Transfer,Shipped
5468,CA-2024-0468,2023-08-23,2024-07-29,Express,1522,Corporate,USA,Port Marcusberg,Oregon,P3581,Furniture,Tables,Money Monitor,1602.02,1,3.01,1265.34,PayPal,Delivered
5469,CA-2024-0469,2024-01-24,2024-04-15,Express,1425,Consumer,USA,Michaelstad,New Jersey,P3020,Furniture,Chairs,Bill Desk,2193.38,1,13.45,415.71,Credit Card,Delivered
5470,CA-2024-0470,2024-05-01,2024-08-24,Standard,1559,Corporate,USA,East Josephberg,West Virginia,P3345,Electronics,Printers,Science Printer,647.51,3,16.37,374.47,Bank Transfer,Shipped
5471,CA-2024-0471,2023-08-16,2024-02-20,Same Day,1692,Home Office,USA,East Dillonbury,Texas,P3511,Office Supplies,Laptops,Tough Phone,445.64,2,8.24,1483.72,Bank Transfer,Cancelled
5472,CA-2024-0472,2025-02-27,2023-04-23,Express,1842,Consumer,USA,Johnsontown,Georgia,P3116,Office Supplies,Smartphones,Goal Monitor,1449.14,4,14.46,1443.2,Debit Card,Cancelled
5473,CA-2024-0473,2023-12-18,2024-01-30,Same Day,1172,Consumer,USA,Roberthaven,Maine,P3993,Electronics,Chairs,Billion Monitor,1789.75,2,2.06,451.15,Debit Card,In Transit
5474,CA-2024-0474,2023-08-04,2023-08-02,Same Day,1073,Home Office,USA,Fuentesburgh,Massachusetts,P3533,Furniture,Smartphones,Admit Printer,286.36,4,4.65,849.75,Credit Card,Shipped
5475,CA-2024-0475,2023-08-28,2024-09-04,Standard,1544,Consumer,USA,Lake Michellestad,New Mexico,P3560,Office Supplies,Laptops,Probably Printer,1176.85,5,18.07,1739.52,Credit Card,Delivered
5476,CA-2024-0476,2024-04-18,2023-12-26,Express,1692,Consumer,USA,Milesport,South Carolina,P3155,Electronics,Laptops,American Desk,1889.97,4,5.7,1289.91,PayPal,Shipped
5477,CA-2024-0477,2023-11-18,2023-08-04,Same Day,1588,Corporate,USA,New Josephchester,South Carolina,P3957,Furniture,Chairs,Onto Laptop,2177.1,2,8.53,2393.95,Debit Card,In Transit
5478,CA-2024-0478,2024-10-30,2024-05-27,Same Day,1098,Consumer,USA,North Stevenfurt,Maryland,P3185,Furniture,Printers,Him Printer,692.48,3,16.05,2107.4,PayPal,In Transit
5479,CA-2024-0479,2024-12-30,2024-02-14,Same Day,1463,Home Office,USA,Taylorhaven,Nebraska,P3119,Office Supplies,Printers,Program Laptop,1765.69,4,17.58,1301.59,Credit Card,Shipped
5480,CA-2024-0480,2023-05-04,2023-03-07,Standard,1644,Consumer,USA,Melissaton,Minnesota,P3670,Furniture,Laptops,Actually Laptop,1303.05,1,3.69,2077.54,Bank Transfer,Cancelled
5481,CA-2024-0481,2024-03-11,2024-06-06,Standard,1376,Consumer,USA,Reynoldstown,West Virginia,P3548,Furniture,Chairs,Keep Laptop,1154.49,5,6.93,2490.82,PayPal,Cancelled
5482,CA-2024-0482,2023-12-10,2024-12-05,Standard,1249,Home Office,USA,Lake Whitneyville,South Dakota,P3118,Office Supplies,Chairs,Believe Phone,1003.08,4,11.5,2365.29,PayPal,Delivered
5483,CA-2024-0483,2023-04-10,2023-11-10,Standard,1562,Corporate,USA,Myersfort,Mississippi,P3881,Office Supplies,Smartphones,Since Laptop,756.83,2,4.32,2043.35,Bank Transfer,Shipped
5484,CA-2024-0484,2023-08-07,2024-03-02,Standard,1533,Corporate,USA,Underwoodburgh,Kentucky,P3272,Electronics,Printers,Color Desk,2381.48,3,19.77,2205.82,Credit Card,Shipped
5485,CA-2024-0485,2024-10-12,2024-05-19,Same Day,1900,Home Office,USA,Lake Jessica,Massachusetts,P3421,Office Supplies,Printers,Who Monitor,114.73,1,1.25,2458.76,Bank Transfer,Cancelled
5486,CA-2024-0486,2024-07-27,2023-04-28,Express,1813,Home Office,USA,Roberthaven,Tennessee,P3638,Office Supplies,Printers,Eat Laptop,2163.62,3,2.54,1244.27,Credit Card,In Transit
5487,CA-2024-0487,2023-06-25,2024-04-20,Same Day,1825,Corporate,USA,New Nicholasport,North Dakota,P3387,Office Supplies,Smartphones,Anything Desk,2039.85,4,19.81,674.06,PayPal,In Transit
5488,CA-2024-0488,2023-10-22,2024-02-24,Same Day,1287,Corporate,USA,Gibsonfort,Rhode Island,P3875,Office Supplies,Printers,Other Printer,1326.98,5,11.76,1519.85,PayPal,Shipped
5489,CA-2024-0489,2024-10-03,2024-10-07,Same Day,1553,Home Office,USA,North Debraborough,Indiana,P3899,Office Supplies,Laptops,Its Phone,1149.76,5,1.24,379.52,PayPal,In Transit
5490,CA-2024-0490,2023-07-24,2025-01-06,Standard,1802,Consumer,USA,Williamsstad,Delaware,P3923,Office Supplies,Laptops,Outside Laptop,767.27,5,5.82,1612.82,Debit Card,Shipped
5491,CA-2024-0491,2023-10-22,2023-07-27,Standard,1997,Corporate,USA,New Brandonmouth,Alaska,P3252,Electronics,Laptops,Media Desk,567.25,3,16.6,1325.16,Credit Card,In Transit
5492,CA-2024-0492,2024-07-21,2024-10-28,Standard,1637,Consumer,USA,Charlotteberg,Michigan,P3512,Office Supplies,Tables,Produce Monitor,1965.53,1,18.82,2055.23,Bank Transfer,Cancelled
5493,CA-2024-0493,2023-10-11,2024-07-27,Standard,1413,Consumer,USA,West Sylvia,Indiana,P3560,Office Supplies,Laptops,Piece Printer,2433.69,2,2.3,227.38,Bank Transfer,In Transit
5494,CA-2024-0494,2024-05-23,2023-07-09,Express,1559,Home Office,USA,Port Nicholas,Delaware,P3999,Electronics,Printers,Source Desk,1876.57,2,15.47,2386.73,Bank Transfer,Shipped
5495,CA-2024-0495,2023-07-19,2023-08-02,Standard,1048,Consumer,USA,South Renee,Florida,P3936,Electronics,Smartphones,Them Desk,1982.88,3,0.13,1095.91,Debit Card,Delivered
5496,CA-2024-0496,2024-10-31,2024-03-06,Standard,1779,Consumer,USA,Lake Alexburgh,Mississippi,P3421,Electronics,Printers,Machine Phone,85.49,3,14.73,327.13,PayPal,Cancelled
5497,CA-2024-0497,2024-01-20,2024-05-03,Standard,1119,Corporate,USA,East Chadstad,Montana,P3337,Office Supplies,Printers,Occur Laptop,588.1,4,3.96,2022.12,Credit Card,In Transit
5498,CA-2024-0498,2023-07-15,2024-11-16,Same Day,1234,Home Office,USA,Lake Michael,New Hampshire,P3687,Furniture,Laptops,None Desk,1250.61,4,6.72,2462.91,PayPal,Shipped
5499,CA-2024-0499,2023-09-11,2023-09-19,Express,1972,Corporate,USA,Charlesfort,Arizona,P3808,Electronics,Tables,Much Phone,286.85,5,9.22,1028.96,Credit Card,In Transit
5500,CA-2024-0500,2024-09-12,2024-01-14,Same Day,1191,Corporate,USA,Port Tina,Wyoming,P3087,Electronics,Smartphones,Spend Laptop,151.34,2,7.06,1285.74,PayPal,Delivered
5501,CA-2024-0501,2024-11-25,2024-05-17,Express,1262,Consumer,USA,West Robert,Texas,P3754,Furniture,Laptops,Player Monitor,2434.25,4,1.67,2243.53,Credit Card,Delivered
5502,CA-2024-0502,2024-06-06,2024-12-26,Standard,1520,Corporate,USA,South William,Hawaii,P3591,Electronics,Tables,Boy Desk,1870.89,2,8.61,475.5,Bank Transfer,Cancelled
5503,CA-2024-0503,2024-07-23,2023-04-28,Express,1468,Corporate,USA,Sanchezville,Hawaii,P3872,Electronics,Laptops,Plan Printer,1124.52,3,8.76,87.75,PayPal,Shipped
5504,CA-2024-0504,2024-06-24,2025-02-06,Express,1898,Corporate,USA,Rebeccaborough,Illinois,P3267,Electronics,Tables,Force Monitor,2133.79,4,6.3,1957.99,Debit Card,In Transit
5505,CA-2024-0505,2023-07-26,2024-01-11,Express,1843,Consumer,USA,Markshire,Texas,P3783,Furniture,Laptops,Trouble Laptop,2095.26,1,1.41,787.98,Debit Card,Shipped
5506,CA-2024-0506,2024-07-06,2024-10-11,Same Day,1559,Home Office,USA,East Jillstad,New Mexico,P3396,Furniture,Laptops,Whether Printer,529.9,5,5.63,1384.57,PayPal,Cancelled
5507,CA-2024-0507,2024-03-09,2024-07-19,Standard,1826,Corporate,USA,Joshuaburgh,Maine,P3686,Electronics,Printers,Situation Desk,831.43,4,9.19,2376.04,Bank Transfer,Shipped
5508,CA-2024-0508,2023-07-08,2024-09-02,Standard,1519,Corporate,USA,North Mark,Alabama,P3844,Furniture,Smartphones,Tree Laptop,1929.76,4,9.15,450.6,Bank Transfer,Shipped
5509,CA-2024-0509,2023-12-15,2024-07-30,Standard,1080,Home Office,USA,North Jenniferport,Arkansas,P3773,Office Supplies,Printers,Expert Monitor,931.46,4,10.99,1137.43,PayPal,Shipped
5510,CA-2024-0510,2024-03-30,2025-01-08,Same Day,1848,Corporate,USA,South Jessicatown,Maryland,P3696,Electronics,Tables,Wrong Monitor,1891.11,5,1.46,813.4,Credit Card,Cancelled
5511,CA-2024-0511,2023-07-02,2024-07-05,Same Day,1600,Home Office,USA,West Warren,Montana,P3183,Electronics,Printers,Win Laptop,1842.49,4,18.49,1563.98,PayPal,Cancelled
5512,CA-2024-0512,2024-08-27,2024-12-02,Same Day,1678,Corporate,USA,South Lisashire,North Dakota,P3618,Furniture,Printers,Majority Printer,2053.77,2,12.39,1829.91,Debit Card,Shipped
5513,CA-2024-0513,2024-01-17,2023-12-28,Same Day,1486,Home Office,USA,New Amandachester,Massachusetts,P3178,Office Supplies,Printers,They Phone,2090.34,2,6.35,449.44,Credit Card,Shipped
5514,CA-2024-0514,2024-06-14,2024-09-04,Express,1121,Home Office,USA,North Kevinborough,Ohio,P3237,Furniture,Smartphones,Store Desk,2241.75,1,5.67,2258.95,Credit Card,Shipped
5515,CA-2024-0515,2024-08-06,2023-09-30,Standard,1163,Home Office,USA,East Meghan,North Carolina,P3443,Furniture,Printers,Just Desk,2232.49,4,6.56,363.24,Debit Card,In Transit
5516,CA-2024-0516,2024-11-10,2023-10-17,Express,1517,Consumer,USA,West Kristen,Virginia,P3241,Electronics,Printers,Late Laptop,2293.97,5,7.34,1891.73,Credit Card,Delivered
5517,CA-2024-0517,2024-01-07,2024-06-01,Same Day,1353,Home Office,USA,Port David,New York,P3494,Office Supplies,Smartphones,Man Laptop,2013.53,4,16.75,2079.65,Bank Transfer,Shipped
5518,CA-2024-0518,2023-05-25,2024-06-19,Same Day,1336,Consumer,USA,East William,Nevada,P3673,Office Supplies,Tables,Speak Printer,339.62,1,19.44,1923.83,Bank Transfer,In Transit
5519,CA-2024-0519,2024-04-01,2024-11-29,Express,1477,Home Office,USA,Hollyburgh,Kansas,P3223,Electronics,Chairs,Impact Desk,1027.61,5,7.05,244.03,PayPal,Cancelled
5520,CA-2024-0520,2024-03-05,2023-07-15,Standard,1807,Corporate,USA,New Jacobside,Indiana,P3408,Furniture,Tables,Surface Phone,1500.28,4,4.08,993.68,PayPal,Cancelled
5521,CA-2024-0521,2025-01-26,2023-09-22,Express,1286,Consumer,USA,New Michaelshire,Virginia,P3541,Office Supplies,Tables,Put Phone,1349.06,3,0.62,1809.18,PayPal,Shipped
5522,CA-2024-0522,2023-06-07,2024-06-26,Express,1541,Consumer,USA,Duranland,Mississippi,P3023,Furniture,Tables,Best Laptop,2240.87,1,14.9,928.65,Debit Card,Delivered
5523,CA-2024-0523,2024-08-08,2024-09-01,Standard,1822,Consumer,USA,Charlestown,California,P3161,Furniture,Smartphones,Song Laptop,140.76,3,13.68,825.71,Debit Card,Cancelled
5524,CA-2024-0524,2023-06-16,2024-12-31,Standard,1321,Consumer,USA,Sotofurt,Missouri,P3250,Electronics,Laptops,Minute Phone,580.81,4,17.75,1472.32,Bank Transfer,Delivered
5525,CA-2024-0525,2023-11-30,2025-02-07,Standard,1121,Corporate,USA,Lake Davidtown,Delaware,P3788,Office Supplies,Laptops,Traditional Laptop,1880.75,1,6.41,289.6,PayPal,In Transit
5526,CA-2024-0526,2023-08-09,2025-01-19,Express,1825,Home Office,USA,Lake Christineshire,Connecticut,P3545,Office Supplies,Laptops,Everybody Phone,1185.31,5,3.27,70.17,Bank Transfer,Delivered
5527,CA-2024-0527,2023-06-23,2023-03-02,Express,1564,Consumer,USA,Romeroberg,Iowa,P3180,Electronics,Printers,Travel Laptop,1968.65,1,12.49,1970.09,Credit Card,Shipped
5528,CA-2024-0528,2024-05-10,2023-10-03,Same Day,1190,Consumer,USA,Lake Katherine,South Carolina,P3522,Electronics,Laptops,Clearly Printer,2239.64,2,14.34,2253.32,Debit Card,Cancelled
5529,CA-2024-0529,2023-08-09,2024-10-25,Standard,1087,Corporate,USA,Rodneyton,Alabama,P3020,Office Supplies,Smartphones,Area Phone,973.37,5,3.19,1413.84,Credit Card,Shipped
5530,CA-2024-0530,2024-03-05,2024-02-22,Standard,1979,Home Office,USA,Port Julia,Rhode Island,P3882,Electronics,Chairs,Support Laptop,2436.77,2,12.42,1662.57,Debit Card,Shipped
5531,CA-2024-0531,2024-11-10,2024-09-06,Standard,1388,Home Office,USA,Oconnorshire,Rhode Island,P3999,Furniture,Chairs,We Printer,97.6,1,9.71,2440.92,Credit Card,In Transit
5532,CA-2024-0532,2024-11-05,2023-09-21,Same Day,1054,Consumer,USA,Robinberg,West Virginia,P3019,Electronics,Chairs,Them Monitor,994.16,3,9.91,323.0,Credit Card,Delivered
5533,CA-2024-0533,2025-01-11,2024-12-03,Same Day,1716,Home Office,USA,Ricardoport,Hawaii,P3435,Office Supplies,Chairs,Republican Monitor,355.66,3,5.66,706.18,Credit Card,Delivered
5534,CA-2024-0534,2024-10-21,2023-08-09,Same Day,1712,Home Office,USA,Bonillafort,Oklahoma,P3132,Office Supplies,Chairs,Major Printer,2282.78,1,8.55,2008.04,PayPal,Shipped
5535,CA-2024-0535,2024-06-24,2024-05-05,Same Day,1406,Corporate,USA,North Brittany,Nebraska,P3559,Electronics,Laptops,State Printer,258.24,4,13.45,1434.99,PayPal,Cancelled
5536,CA-2024-0536,2025-02-04,2024-12-22,Standard,1734,Consumer,USA,New Tamara,North Dakota,P3175,Office Supplies,Printers,Big Printer,1949.75,3,16.94,1380.7,Debit Card,Shipped
5537,CA-2024-0537,2024-08-17,2023-09-19,Express,1868,Consumer,USA,Port Dalefort,Florida,P3759,Electronics,Smartphones,Audience Monitor,224.74,1,14.28,2226.71,PayPal,Delivered
5538,CA-2024-0538,2024-02-28,2024-04-06,Same Day,1074,Consumer,USA,Calhounchester,Missouri,P3166,Furniture,Tables,Smile Monitor,76.74,4,16.42,1173.33,PayPal,Cancelled
5539,CA-2024-0539,2023-03-09,2023-10-26,Standard,1427,Consumer,USA,Rogerberg,Washington,P3223,Furniture,Laptops,Sure Desk,1123.93,2,15.56,2437.43,Bank Transfer,In Transit
5540,CA-2024-0540,2023-12-25,2023-10-10,Same Day,1103,Corporate,USA,Bellton,Hawaii,P3370,Electronics,Smartphones,Able Phone,438.94,5,7.96,2082.83,Bank Transfer,Delivered
5541,CA-2024-0541,2024-05-09,2023-08-24,Standard,1151,Corporate,USA,Garyhaven,Massachusetts,P3030,Furniture,Smartphones,Receive Monitor,1328.97,1,17.89,849.06,Bank Transfer,Shipped
5542,CA-2024-0542,2024-06-05,2024-03-28,Express,1351,Consumer,USA,Sparksfort,Wisconsin,P3787,Office Supplies,Chairs,Final Phone,804.22,5,1.21,2313.0,PayPal,Cancelled
5543,CA-2024-0543,2024-06-05,2023-04-21,Standard,1808,Consumer,USA,Lake Gary,North Carolina,P3201,Furniture,Tables,Fund Monitor,1256.87,4,3.11,1630.81,Credit Card,Cancelled
5544,CA-2024-0544,2023-06-10,2024-10-07,Express,1823,Consumer,USA,New Rachel,Kansas,P3956,Office Supplies,Laptops,Claim Desk,896.06,2,0.12,581.13,Bank Transfer,Delivered
5545,CA-2024-0545,2023-08-26,2024-01-04,Express,1191,Consumer,USA,Mariachester,Delaware,P3371,Furniture,Chairs,Bill Phone,2075.03,1,9.3,1672.91,Credit Card,Delivered
5546,CA-2024-0546,2023-09-20,2023-07-25,Express,1693,Corporate,USA,Clarkbury,Kentucky,P3485,Furniture,Laptops,Can Desk,708.93,2,13.28,1850.43,Debit Card,Shipped
5547,CA-2024-0547,2024-07-17,2024-12-11,Express,1903,Home Office,USA,Penachester,Nevada,P3330,Office Supplies,Smartphones,Left Desk,2282.33,4,0.48,756.45,Bank Transfer,Cancelled
